numero_section	nom_section	contexte_1	contexte_2	classe	notes
1820	Substances ou préparations dégageant des gaz toxiques au contact de l’eau (fabrication, emploi ou stockage des), à l’exclusion des substances et préparations visées explicitement ou par famille par d’autres rubriques de la nomenclature.		supérieure ou égale à 50 tonnes	1ère classe	La quantité totale susceptible d’être présente dans l’installation étant : | La quantité totale susceptible d’être présente dans l’installation étant :
1820	Substances ou préparations dégageant des gaz toxiques au contact de l’eau (fabrication, emploi ou stockage des), à l’exclusion des substances et préparations visées explicitement ou par famille par d’autres rubriques de la nomenclature.		supérieure ou égale à 2 tonnes mais inférieures à 50 tonnes	2ème classe	La quantité totale susceptible d’être présente dans l’installation étant : | La quantité totale susceptible d’être présente dans l’installation étant :
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe I :	activité totale égale ou supérieure à 10 millicuries (370 méga-becquerels), mais inférieure à 100 curies (3 700 gigabecquerels)	1ère classe	
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe I :	activité totale égale ou supérieure à 0,1 millicuries (3,7 méga-becquerels), mais inférieure à 10 millicuries (370 mégabecquerels)	2ème classe	
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 100 millicuries (3 700 méga-becquerels), mais inférieure à 1 000 curies (37 000 gigabecquerels)	1ère classe	
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 1 millicuries (37 mégabecquerels), mais inférieure à 100 millicuries (3 700 mégabecquerels)	2ème classe	
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 1 curie (37 gigabecquerels), mais inférieure à 10 000 curies (370 térabecquerels)	1ère classe	
1910	Substances radioactives (Préparation, fabrication, transformation et conditionnement des) (voir définitions et classifications en annexe I) :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 10 millicuries (370 mégabecquerels), mais inférieure à 1 curie (37 gigabecquerels)-	2ème classe	
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe I :	activité totale égale ou supérieure à 1 curie (37 gigabecquerels), mais inférieure à 10 000 curies (370 térabecquerels)	1ère classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe I :	activité totale égale ou supérieure à 10 millicuries (370 méga-becquerels), mais inférieure à 1 curie (37 gigabecquerels)	2ème classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 10 curies (370 gigabecquerels), mais inférieure à 100 000 curies (3 700 térabecquerels)	1ère classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 0,1 curie (3 700 mégabecquerels), mais inférieure à 10 curies (370 gigabecquerels)	2ème classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 100 curies (3 700 gigabecquerels), mais inférieure à 1 000 000 curies (3 700 térabecquerels)	1ère classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 1 curie (37 gigabecquerels), mais inférieure à 100 curies (3 700 gigabecquerels)	2ème classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	par dérogation aux dispositions ci-dessus :	les installations comportant des équipements mobiles contenant des substances radioactives sous forme de sources scellées dont l'activité atteint ou dépasse les limites supérieures fixées au paragraphe 1°a), 2°a), 3°a) restent soumises à autorisation	1ère classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1920	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources scellées :	par dérogation aux dispositions ci-dessus :	les installations contenant des matières radioactives sous forme spéciale répondant aux caractéristiques fixées par arrêté du conseil des ministres sont soumises à autorisation si l'activité reste inférieure à :	2ème classe	- 10 curies (370 gigabecquerels) pour les substances du groupe I, | - 100 curies (3 700 gigabecquerels) pour les substances du groupe II, | -1 000 curies (37 000 gigabecquerels) pour les substances du groupe III
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe I :	activité totale égale ou supérieure à 10 millicuries (370 méga-becquerels), mais inférieure à 100 curies (3 700 gigabecquerels)	1ère classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe I :	activité totale égale ou supérieure à 0,1 millicuries (3,7 méga-becquerels), mais inférieure à 10 millicuries (370 mégabecquerels)	2ème classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe II :	activité totale égale ou supérieure à 100 millicuries (3 700 méga-becquerels), mais inférieure à 1 000 curies (37 000 gigabecquerels)	1ère classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe II :	activité totale égale ou supérieure à 1 millicuries (37 mégabecquerels), mais inférieure à 100 millicuries (3 700 mégabecquerels)	2ème classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe III :	activité totale égale ou supérieure à 1 curie (37 gigabecquerels), mais inférieure à 10 000 curies (370 térabecquerels)	1ère classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	portant sur des radio-éléments du groupe III :	activité totale égale ou supérieure à 10 millicuries (370 méga-becquerels), mais inférieure à 1 curie (37 gigabecquerels)	2ème classe	A - Utilisation | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe I	activité totale égale ou supérieure à 0,1 curie (3 700 mégabecquerels), mais inférieure à 1 000 curies (37 000 gigabecquerels)	1ère classe	A - Utilisation | B - Dépôt ou stockage | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe I	activité totale égale ou supérieure à 1 millicurie (37 mégabecquerels), mais inférieure à 100	2ème classe	A - Utilisation | B - Dépôt ou stockage | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 1 curie (37 gigabecquerels), mais inférieure à 10 000 curies (370 térabecquerels)	1ère classe	A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels) | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe II :	activité totale égale ou supérieure à 10 millicuries (370 méga-becquerels), mais inférieure à 1 curie (37 gigabecquerels)	2ème classe	A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels) | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 10 curies (370 gigabecquerels), mais inférieure à 100 000 curies (3 700 térabecquerels)	1ère classe	A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels) | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
1930	Substances radioactives (Utilisation, dépôts et stockage de) sous forme de sources non scellées :	contenant des radio-éléments du groupe III :	activité totale égale ou supérieure à 0,1 curie (3 700 mégabecquerels), mais inférieure à 10 curies (370 gigabecquerels)	2ème classe	A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels) | A - Utilisation | B - Dépôt ou stockage | millicuries (3 700 mégabecquerels)
2101	Bovins (Etablissement d’élevage, vente, transit, soins, garde, etc..., de) en stabulation		Plus de 100 animaux	1ère classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours.
2101	Bovins (Etablissement d’élevage, vente, transit, soins, garde, etc..., de) en stabulation		De 40 à 100 animaux	2ème classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours.
2102	Porcs (Etablissement d’élevage, vente, transit, soins, garde, etc..., de) :		Plus de 200 animaux	1ère classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 90 jours ou de plus de 30 kg.
2102	Porcs (Etablissement d’élevage, vente, transit, soins, garde, etc..., de) :		De 20 à 200 animaux	2ème classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 90 jours ou de plus de 30 kg.
2110	Lapins (établissement d’élevage, vente, transit, soins, garde, etc..., de) de plus d’un mois :		Plus de 1000 animaux	1ère classe	Nota : | ne sont pris en compte que les animaux sevrés
2110	Lapins (établissement d’élevage, vente, transit, soins, garde, etc..., de) de plus d’un mois :		De 300 à 1000 animaux	2ème classe	Nota : | ne sont pris en compte que les animaux sevrés
2111	Volailles, gibier à plumes (Etablissement d’élevage, vente, transit, soins, garde, etc..., de)		Plus de 5 000 animaux-équivalents	1ère classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours. | - les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, | - les canards comptent pour 2 animaux-équivalents, | - les dindes, les oies comptent pour 3 animaux-équivalents, | - les palmipèdes gras en gavage comptent pour 5 animaux-équivalents, | - les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, | - les cailles comptent pour 1/8 d’animal-équivalent.
2111	Volailles, gibier à plumes (Etablissement d’élevage, vente, transit, soins, garde, etc..., de)		De 1000 à 5 000 animaux-équivalents	2ème classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours. | - les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, | - les canards comptent pour 2 animaux-équivalents, | - les dindes, les oies comptent pour 3 animaux-équivalents, | - les palmipèdes gras en gavage comptent pour 5 animaux-équivalents, | - les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, | - les cailles comptent pour 1/8 d’animal-équivalent.
2114	Chevaux (Etablissement d’élevage, vente, transit, soins, garde, etc…, de)		Plus de 100 animaux	1ère classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours
2114	Chevaux (Etablissement d’élevage, vente, transit, soins, garde, etc…, de)		De 20 à 100 animaux	2ème classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours
2115	Moutons et/ou chèvres (Etablissement d’élevage, vente, transit, soins, garde, etc…, de)		Plus de 200 animaux	1ère classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours
2115	Moutons et/ou chèvres (Etablissement d’élevage, vente, transit, soins, garde, etc…, de)		De 50 à 200 animaux	2ème classe	Nota : | ne sont pris en compte que les animaux âgés de plus de 30 jours
2120	Chiens (établissements d’élevage, vente, transit, garde, fourrières, etc…. de) à l’exclusion des établissements de soins et de toilettage et des rassemblements occasionnels tels que foires, expositions et démonstrations canines		plus de 50 animaux	1ère classe	Nota : | ne sont pris en compte que les chiens âgés de plus de 4 mois
2120	Chiens (établissements d’élevage, vente, transit, garde, fourrières, etc…. de) à l’exclusion des établissements de soins et de toilettage et des rassemblements occasionnels tels que foires, expositions et démonstrations canines		de 20 à 50 animaux	2ème classe	Nota : | ne sont pris en compte que les chiens âgés de plus de 4 mois
2130	Cultures et élevages aquatiques en mer	Avec apport de nourriture ou de nutriments :	La capacité de production étant supérieure à 100 t/an.	1ère classe	
2130	Cultures et élevages aquatiques en mer	Avec apport de nourriture ou de nutriments :	La capacité de production étant supérieure à 5 t/an mais inférieure ou égale à 100t/an	2ème classe	
2131	Cultures et élevages aquatiques à terre, en lagune ou en eau douce		La capacité de production étant supérieure à 100 t/an.	1ère classe	
2131	Cultures et élevages aquatiques à terre, en lagune ou en eau douce		La capacité de production étant supérieure à 5 t/an mais inférieure ou égale à 100 t/an.	2ème classe	
2131	Cultures et élevages aquatiques à terre, en lagune ou en eau douce		Ecloseries	2ème classe	
2140	Ménageries et parcs zoologiques			1ère classe	Nota : | sont exclus les foires, expositions et démonstrations d’animaux de rentes et domestiques. | Nota : | sont exclues les installations utilisées à des fins de recherche.
2160	Silos et installations de stockage de céréales, grains, produits alimentaires ou tout produit organique dégageant des poussières inflammables.	en silos ou installations de stockage :	supérieur à 15 000 m3	1ère classe	Le volume total de stockage étant, | Le volume total de stockage étant,
2160	Silos et installations de stockage de céréales, grains, produits alimentaires ou tout produit organique dégageant des poussières inflammables.	en silos ou installations de stockage :	supérieure à 1 500 m3, mais inférieure ou égale à 15 000 m3	2ème classe	Le volume total de stockage étant, | Le volume total de stockage étant,
2160	Silos et installations de stockage de céréales, grains, produits alimentaires ou tout produit organique dégageant des poussières inflammables.	sous structure gonflable ou tente :	supérieure à 100 000 m3	1ère classe	Le volume total de stockage étant, | Le volume total de stockage étant,
2160	Silos et installations de stockage de céréales, grains, produits alimentaires ou tout produit organique dégageant des poussières inflammables.	sous structure gonflable ou tente :	supérieure à 10 000 m3, mais inférieure ou égale à 100 000 m3	2ème classe	Le volume total de stockage étant, | Le volume total de stockage étant,
2170	Engrais, amendements et supports de culture (fabrication des) à partir de matières organiques, à l’exclusion des rubriques 2780 et 2781 :		Lorsque la capacité de production est supérieure ou égale à 10 t / j	1ère classe	
2170	Engrais, amendements et supports de culture (fabrication des) à partir de matières organiques, à l’exclusion des rubriques 2780 et 2781 :		Lorsque la capacité de production est supérieure à 1 t / j et inférieure à 10 t / j	2ème classe	
2180	Etablissements de fabrication et dépôts de tabac. La quantité totale susceptible d'être emmagasinée étant :		Supérieure à 25 t	1ère classe	
2180	Etablissements de fabrication et dépôts de tabac. La quantité totale susceptible d'être emmagasinée étant :		Supérieure à 5 t mais inférieure ou égale à 25 t	2ème classe	
2210	Abattage d’animaux :	Abattage de ruminants, petits ruminants, porcs, équins	plus de 50 animaux-équivalents abattus par semaine	1ère classe	Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, les canards comptent pour 2 animaux-équivalents, les dindes, les oies comptent pour 3 animaux-équivalents, les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, les cailles comptent pour 1/8 d’animal-équivalent
2210	Abattage d’animaux :	Abattage de ruminants, petits ruminants, porcs, équins	de 6 à 50 animaux-équivalents abattus par semaine	2ème classe	Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, les canards comptent pour 2 animaux-équivalents, les dindes, les oies comptent pour 3 animaux-équivalents, les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, les cailles comptent pour 1/8 d’animal-équivalent
2210	Abattage d’animaux :	Abattage de volailles et lapins :	lorsqu’on tue plus de 300 animaux-équivalents ou lapins par semaine.	1ère classe	Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, les canards comptent pour 2 animaux-équivalents, les dindes, les oies comptent pour 3 animaux-équivalents, les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, les cailles comptent pour 1/8 d’animal-équivalent
2210	Abattage d’animaux :	Abattage de volailles et lapins :	lorsqu’on tue de 505 à 300 animaux-équivalents ou lapins par semaine.	2ème classe	Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les porcs comptent pour 1 animal-équivalent, les porcelets comptent pour 0,2 animal-équivalent, les petits ruminants comptent pour 0,5 animal-équivalent, les ruminants et équins comptent pour 3 animaux-équivalents | Nota : | les poulets, poules, faisans, pintades, comptent pour un animal-équivalent, les canards comptent pour 2 animaux-équivalents, les dindes, les oies comptent pour 3 animaux-équivalents, les pigeons, perdrix comptent pour 1/4 d’animal-équivalent, les cailles comptent pour 1/8 d’animal-équivalent
2220	Alimentaires (préparation ou conservation de produits - ) d’origine végétale, par cuisson, appertisation, surgélation, congélation, lyophilisation, déshydratation, torréfaction, etc…), y compris les ateliers de maturation de fruits et légumes. La quantité de produits mise en oeuvre dans une journée de travail étant :		supérieure à 2 tonnes / jour	1ère classe	"Nota : | Cette rubrique comprend les ateliers de maturation de fruits et légumes. | Exclus de cette rubrique : | - le sucre, fécule, malt, huiles et aliments pour le bétail ; | les installations raccordées à une station d’épuration collective publique."
2220	Alimentaires (préparation ou conservation de produits - ) d’origine végétale, par cuisson, appertisation, surgélation, congélation, lyophilisation, déshydratation, torréfaction, etc…), y compris les ateliers de maturation de fruits et légumes. La quantité de produits mise en oeuvre dans une journée de travail étant :		supérieure à 500 kg / jour, mais inférieure ou égale à 2 tonnes / jour	2ème classe	"Nota : | Cette rubrique comprend les ateliers de maturation de fruits et légumes. | Exclus de cette rubrique : | - le sucre, fécule, malt, huiles et aliments pour le bétail ; | les installations raccordées à une station d’épuration collective publique."
2221	Alimentaires (préparation ou conservation de produits - ) d’origine animale, par découpage, cuisson, appertisation, surgélation, congélation, lyophilisation, déshydratation, salage, séchage, saurage, enfumage, etc.		supérieure à 1 tonne / jour	1ère classe	"La quantité de produits mise en oeuvre dans une journée de travail étant : | La quantité de produits mise en oeuvre dans une journée de travail étant : | Nota : | Cette rubrique comprend les aliments pour les animaux de compagnie. | Exclus de cette rubrique : | - les produits issus du lait et des corps gras ; | les installations raccordées à une station d’épuration collective publique."
2221	Alimentaires (préparation ou conservation de produits - ) d’origine animale, par découpage, cuisson, appertisation, surgélation, congélation, lyophilisation, déshydratation, salage, séchage, saurage, enfumage, etc.		supérieure à 200 kg / jour, mais inférieure ou égale à 1 tonne / jour	2ème classe	"La quantité de produits mise en oeuvre dans une journée de travail étant : | La quantité de produits mise en oeuvre dans une journée de travail étant : | Nota : | Cette rubrique comprend les aliments pour les animaux de compagnie. | Exclus de cette rubrique : | - les produits issus du lait et des corps gras ; | les installations raccordées à une station d’épuration collective publique."
2225	Sucreries, raffineries de sucre, malteries			1ère classe	1ère classe
2230	Lait (réception, stockage, traitement, transformation, etc… du - ) ou des produits issus du lait.		supérieure à 10.000 litres / jour	1ère classe	La capacité journalière de traitement exprimée en litre de lait ou équivalent-lait étant : | La capacité journalière de traitement exprimée en litre de lait ou équivalent-lait étant : | Equivalences sur les produits entrant dans l’installation | - 1 litre de lait écrémé, de sérum, de babeurre, non concentré = 1 litre équivalent lait | - 1 litre de lait écrémé, de sérum, de babeurre, pré-concentré = 6 litres équivalent lait | - 1 litre de crème = 8 litres équivalent lait | - 1 kilogramme de fromage = 10 litres équivalent lait | - 1 kilogramme de lait en poudre = 7 litres équivalent lait
2230	Lait (réception, stockage, traitement, transformation, etc… du - ) ou des produits issus du lait.		supérieure à 1.000 litres / jour, mais inférieure ou égale à 10.000 litres / jour	2ème classe	La capacité journalière de traitement exprimée en litre de lait ou équivalent-lait étant : | La capacité journalière de traitement exprimée en litre de lait ou équivalent-lait étant : | Equivalences sur les produits entrant dans l’installation | - 1 litre de lait écrémé, de sérum, de babeurre, non concentré = 1 litre équivalent lait | - 1 litre de lait écrémé, de sérum, de babeurre, pré-concentré = 6 litres équivalent lait | - 1 litre de crème = 8 litres équivalent lait | - 1 kilogramme de fromage = 10 litres équivalent lait | - 1 kilogramme de lait en poudre = 7 litres équivalent lait
2240	Huiles végétales, huiles animales, corps gras (extraction ou traitement des - ), fabrication des acides stéariques, palmitiques et oléiques. La capacité de production étant :		supérieure à 2 000 kg / jour	1ère classe	Exclus de cette rubrique : | extraction des huiles essentielles des plantes aromatiques, notamment visée par la rubrique 2631
2240	Huiles végétales, huiles animales, corps gras (extraction ou traitement des - ), fabrication des acides stéariques, palmitiques et oléiques. La capacité de production étant :		supérieure à 200 kg / jour, mais inférieure ou égale à 2 000 kg / jour	2ème classe	Exclus de cette rubrique : | extraction des huiles essentielles des plantes aromatiques, notamment visée par la rubrique 2631
2250	Alcools d’origine agricole, eaux-de-vie et liqueurs (production par distillation des - )		supérieure à 500 litres / jour	1ère classe	La capacité de production exprimée en alcool absolu étant : | La capacité de production exprimée en alcool absolu étant :
2250	Alcools d’origine agricole, eaux-de-vie et liqueurs (production par distillation des - )		supérieure à 50 litres / jour, mais inférieure ou égale à 500 litres / jour	2ème classe	La capacité de production exprimée en alcool absolu étant : | La capacité de production exprimée en alcool absolu étant :
2251	Vins (préparation, conditionnement de - ). La capacité de production étant :		supérieure à 20 000 hectolitres / an	1ère classe	
2251	Vins (préparation, conditionnement de - ). La capacité de production étant :		supérieure à 500 hectolitres / an, mais inférieure ou égale à 20 000 hectolitres / an	2ème classe	
2253	Boissons (préparation, conditionnement de) bière, jus de fruits, autres boissons, à l’exclusion des eaux minérales, eaux de source, eaux de table et des activités visées par les rubriques 2230, 2250, 2251 et 2254. La capacité de production étant :		Supérieure à 20 000 l/j	1ère classe	
2253	Boissons (préparation, conditionnement de) bière, jus de fruits, autres boissons, à l’exclusion des eaux minérales, eaux de source, eaux de table et des activités visées par les rubriques 2230, 2250, 2251 et 2254. La capacité de production étant :		Supérieure à 2 000 l/j, mais inférieure ou égale à 20 000 l/j	2ème classe	
2254	Eaux minérales, eaux de source, eaux de table (conditionnement des - ).La capacité de production étant :		supérieure à 100 000 litres / jour	1ère classe	
2254	Eaux minérales, eaux de source, eaux de table (conditionnement des - ).La capacité de production étant :		supérieure à 10 000 litres / jour, mais inférieure ou égale à 100 000 litres / jour	2ème classe	
2255	Alcools de bouche d’origine agricole, eaux-de-vie et liqueurs (stockage des - ).		supérieure à 100 m3	1ère classe	La quantité stockée de produit dont le titre alcoométrique volumique est supérieur à 40%, susceptible d’être présente étant : | La quantité stockée de produit dont le titre alcoométrique volumique est supérieur à 40%, susceptible d’être présente étant :
2255	Alcools de bouche d’origine agricole, eaux-de-vie et liqueurs (stockage des - ).		supérieure à 10 m3, mais inférieure ou égale à 100 m3	2ème classe	La quantité stockée de produit dont le titre alcoométrique volumique est supérieur à 40%, susceptible d’être présente étant : | La quantité stockée de produit dont le titre alcoométrique volumique est supérieur à 40%, susceptible d’être présente étant :
2260	Broyage, concassage, criblage, déchiquetage, ensachage, pulvérisation, trituration, nettoyage, tamisage, blutage, mélange, épluchage ou décortication de substances végétales et de tous produits organiques naturels, artificiels ou synthétiques.		supérieure ou égale à 200 kW	1ère classe	La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation est : | La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation est :
2260	Broyage, concassage, criblage, déchiquetage, ensachage, pulvérisation, trituration, nettoyage, tamisage, blutage, mélange, épluchage ou décortication de substances végétales et de tous produits organiques naturels, artificiels ou synthétiques.		supérieure ou égale à 40 kW mais inférieure à 200 kW	2ème classe	La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation est : | La puissance installée de l’ensemble des machines fixes concourant au fonctionnement de l’installation est :
2265	Fermentation acétique en milieu liquide (mise en oeuvre d'un procédé de). Le volume total des réacteurs ou fermenteurs étant :		supérieur à 100 m3	1ère classe	
2265	Fermentation acétique en milieu liquide (mise en oeuvre d'un procédé de). Le volume total des réacteurs ou fermenteurs étant :		supérieur à 30 m3, mais inférieur ou égal à 100 m3	2ème classe	
2270	Acides butyrique, citrique, glutamique, lactique et autres acides organiques alimentaires (fabrication d’- )			1ère classe	
2275	Levure sèche (fabrication de)		supérieure à 200kg/j	1ère classe	La quantité produite étant : | La quantité produite étant :
2275	Levure sèche (fabrication de)		inférieure ou égale à 200kg/j	2ème classe	La quantité produite étant : | La quantité produite étant :
2311	Fibres d’origine végétale ou animale, fibres artificielles ou synthétiques (traitement de - ) par battage, cardage, lavage, etc…La quantité de fibres susceptible d’être traitée étant :		supérieure à 5 000 kg / jour	1ère classe	
2311	Fibres d’origine végétale ou animale, fibres artificielles ou synthétiques (traitement de - ) par battage, cardage, lavage, etc…La quantité de fibres susceptible d’être traitée étant :		supérieure à 500 kg / jour, mais inférieure ou égale à 5 000 kg / jour	2ème classe	
2315	Fabrication de fibres végétales artificielles et produits manufacturés dérivés. La capacité de production étant supérieure à 2 t/j			1ère classe	
2320	Atelier de moulinage. La puissance installée pour alimenter l'ensemble des machines étant supérieure à 40 kW			2ème classe	
2321	Ateliers de fabrication de tissus, feutre, articles de maille, dentelle mécanique, cordages, cordes et ficelles. La puissance installée pour alimenter l’ensemble des machines étant supérieure à 40kW			1ère classe	
2330	Teinture, impression, apprêt enduction, blanchiment et délavage de matières textiles. La quantité de fibres et de tissus susceptibles d’être traitée étant :		supérieure à 1 000 kg / jour	1ère classe	
2330	Teinture, impression, apprêt enduction, blanchiment et délavage de matières textiles. La quantité de fibres et de tissus susceptibles d’être traitée étant :		supérieure à 50 kg / jour, mais inférieure ou égale à 1 000 kg / jour	2ème classe	
2340	Blanchisseries et laveries de linge à l’exclusion du nettoyage à sec visé par la rubrique 2345.	Lorsque l’installation est raccordée à une station d’épuration autonome.	supérieure à 500 kg/j	1ère classe	La capacité de lavage du linge étant : | La capacité de lavage du linge étant :
